n,score_fun,score
352,AUC,0.9856818448941609
352,Fmax,0.8841134819400585
352,Fbeta,0.8317616287035858
352,Gbeta,0.6415771126686771
352,F2018,0.8451232601387049
353,AUC,0.9856853752716856
353,Fmax,0.8841143425989956
353,Fbeta,0.8318854238277301
353,Gbeta,0.6417110932269708
353,F2018,0.8451312568806457
354,AUC,0.9856972421999677
354,Fmax,0.8841625599530474
354,Fbeta,0.8318942529104165
354,Gbeta,0.6418132207253724
354,F2018,0.8451414527453749
355,AUC,0.9857028784624824
355,Fmax,0.8841634905927399
355,Fbeta,0.8319472713511773
355,Gbeta,0.6418508272565866
355,F2018,0.8451474178506739
356,AUC,0.9857249016990729
356,Fmax,0.8841822064831771
356,Fbeta,0.8319713881597421
356,Gbeta,0.6418861231277899
356,F2018,0.8451832556578274
357,AUC,0.9857276005405045
357,Fmax,0.8842517823132753
357,Fbeta,0.8320513881525078
357,Gbeta,0.6419680246856606
357,F2018,0.8452805845221643
358,AUC,0.9857300552619802
358,Fmax,0.88428042206418
358,Fbeta,0.8321355118657021
358,Gbeta,0.6420554353309921
358,F2018,0.8452904577926623
359,AUC,0.985740629136501
359,Fmax,0.8843457611263353
359,Fbeta,0.8322089296151807
359,Gbeta,0.6420980425139278
359,F2018,0.8453457920152844
360,AUC,0.9857440889262332
360,Fmax,0.884363145519306
360,Fbeta,0.83221567404973
360,Gbeta,0.6421233970289896
360,F2018,0.8453616137948314
361,AUC,0.985748731808548
361,Fmax,0.8843636698642467
361,Fbeta,0.832244998995668
361,Gbeta,0.6421358120638799
361,F2018,0.8453780819580099
362,AUC,0.9857523104798864
362,Fmax,0.8843800596079687
362,Fbeta,0.8322665055140277
362,Gbeta,0.6421900788732066
362,F2018,0.8454005862948467
363,AUC,0.9857535240890771
363,Fmax,0.8843841274361831
363,Fbeta,0.8322868456752917
363,Gbeta,0.6422171177619878
363,F2018,0.8454031302070243
364,AUC,0.9857542936249367
364,Fmax,0.8844451205598236
364,Fbeta,0.8323266518746064
364,Gbeta,0.6422896122378314
364,F2018,0.8454721421195663
365,AUC,0.9857628724741478
365,Fmax,0.8844530910295539
365,Fbeta,0.8324012945109555
365,Gbeta,0.6424475577460677
365,F2018,0.8455344570034597
366,AUC,0.9857656683768616
366,Fmax,0.88449894487963
366,Fbeta,0.8324071081542216
366,Gbeta,0.6424758195772962
366,F2018,0.8455801792562224
367,AUC,0.9857787085547652
367,Fmax,0.8845006668572927
367,Fbeta,0.8324830173750998
367,Gbeta,0.6424949457800327
367,F2018,0.845589033052529
368,AUC,0.9857787351700805
368,Fmax,0.8845251967286657
368,Fbeta,0.8325106801159561
368,Gbeta,0.6426002331088109
368,F2018,0.845598328639815
369,AUC,0.9857788172674539
369,Fmax,0.8845356480271146
369,Fbeta,0.8325433682114468
369,Gbeta,0.6426042606262323
369,F2018,0.8456040293544439
370,AUC,0.9857822954833876
370,Fmax,0.8845486670056005
370,Fbeta,0.8325511635990362
370,Gbeta,0.6426274196298308
370,F2018,0.8456218381787447
371,AUC,0.985784020485855
371,Fmax,0.8845635209411019
371,Fbeta,0.8325776479687114
371,Gbeta,0.6426642406621137
371,F2018,0.8456256941121286
372,AUC,0.9857879292252055
372,Fmax,0.8845835438036799
372,Fbeta,0.8326244941148624
372,Gbeta,0.6427288847455896
372,F2018,0.8456669738666978
373,AUC,0.9857901699369364
373,Fmax,0.8845881862811603
373,Fbeta,0.8326393095907663
373,Gbeta,0.6427716424412941
373,F2018,0.8456886739271768
374,AUC,0.9857956166640733
374,Fmax,0.8845950861565068
374,Fbeta,0.8327251560792801
374,Gbeta,0.6427877623220328
374,F2018,0.8456895577679697
375,AUC,0.9858018857322063
375,Fmax,0.8845968696008785
375,Fbeta,0.8327286142395374
375,Gbeta,0.6428106483949535
375,F2018,0.8457237350763049
376,AUC,0.9858111206400825
376,Fmax,0.8846450233246591
376,Fbeta,0.8327295626315858
376,Gbeta,0.6429852612319112
376,F2018,0.8457461925511971
377,AUC,0.9858123676454366
377,Fmax,0.8846588274316334
377,Fbeta,0.8327580131928245
377,Gbeta,0.643051490330335
377,F2018,0.8457535274313069
378,AUC,0.9858130899146778
378,Fmax,0.8846862741985578
378,Fbeta,0.8327841409378594
378,Gbeta,0.6430580902942622
378,F2018,0.8457720147048976
379,AUC,0.9858189159432378
379,Fmax,0.8847097510964106
379,Fbeta,0.8328093871565974
379,Gbeta,0.6430719599162901
379,F2018,0.8457791151095189
380,AUC,0.9858218676878852
380,Fmax,0.8847274833766617
380,Fbeta,0.8328302419696973
380,Gbeta,0.6431004150752956
380,F2018,0.8457820348594605
381,AUC,0.9858221086336276
381,Fmax,0.8847324543307705
381,Fbeta,0.8328391919593499
381,Gbeta,0.6431063775520562
381,F2018,0.8458050541344196
382,AUC,0.985826024875479
382,Fmax,0.8847361162087272
382,Fbeta,0.8329066370873107
382,Gbeta,0.6431354311131295
382,F2018,0.8458146508252186
383,AUC,0.9858263082256449
383,Fmax,0.8847490281109147
383,Fbeta,0.8329471782861478
383,Gbeta,0.643193514487391
383,F2018,0.8458634060438934
384,AUC,0.985833994944308
384,Fmax,0.8847498738905049
384,Fbeta,0.8329480339600649
384,Gbeta,0.6432548305235594
384,F2018,0.8458653783958161
385,AUC,0.9858393649594845
385,Fmax,0.8848237859010797
385,Fbeta,0.832969219003801
385,Gbeta,0.6432921330422074
385,F2018,0.8458754590784505
386,AUC,0.9858631926290766
386,Fmax,0.8848269761575682
386,Fbeta,0.8329758752577947
386,Gbeta,0.6433556634521188
386,F2018,0.8458784530392768
387,AUC,0.9858747860514923
387,Fmax,0.884841516821442
387,Fbeta,0.8330113851980159
387,Gbeta,0.6435014187569804
387,F2018,0.845977187463485
388,AUC,0.9858792331873945
388,Fmax,0.8848443717095417
388,Fbeta,0.8331714966176952
388,Gbeta,0.643559641475941
388,F2018,0.8459896969018232
389,AUC,0.9858833930853554
389,Fmax,0.8848473313459392
389,Fbeta,0.8331865382560255
389,Gbeta,0.6435727194829993
389,F2018,0.8460038142664342
390,AUC,0.9858865476684586
390,Fmax,0.8848581944428267
390,Fbeta,0.8332271376333767
390,Gbeta,0.6435980896773826
390,F2018,0.8460573459429733
391,AUC,0.9858884489493069
391,Fmax,0.8848922162334711
391,Fbeta,0.8332437196456898
391,Gbeta,0.6437008948137823
391,F2018,0.8460604749886456
392,AUC,0.9858890856408561
392,Fmax,0.8848925139128649
392,Fbeta,0.8333136907636622
392,Gbeta,0.6437364305012759
392,F2018,0.8461385385261884
393,AUC,0.9858905000125553
393,Fmax,0.8848944372127285
393,Fbeta,0.8333510077060824
393,Gbeta,0.6437794024251258
393,F2018,0.8461436793377269
394,AUC,0.9858907886206522
394,Fmax,0.884896147305319
394,Fbeta,0.8333861550812393
394,Gbeta,0.6439400393685241
394,F2018,0.8461540444790127
395,AUC,0.9858916762507188
395,Fmax,0.8849068927953969
395,Fbeta,0.8334832479126781
395,Gbeta,0.6439710901844936
395,F2018,0.8461727477476655
396,AUC,0.9858944832612141
396,Fmax,0.8849738006525958
396,Fbeta,0.8335783217541652
396,Gbeta,0.6439893389404053
396,F2018,0.8462029156733447
397,AUC,0.9858954561678333
397,Fmax,0.8850387362018175
397,Fbeta,0.8335787806542447
397,Gbeta,0.6440054036696867
397,F2018,0.8462048278056788
398,AUC,0.9858959500490744
398,Fmax,0.885071243938733
398,Fbeta,0.8335878704912965
398,Gbeta,0.6440921609416027
398,F2018,0.8462410091163378
399,AUC,0.9858970876819984
399,Fmax,0.8850925001688644
399,Fbeta,0.8335949244947529
399,Gbeta,0.6441200355267029
399,F2018,0.8462669726520593
400,AUC,0.9859023531398949
400,Fmax,0.8851002430133655
400,Fbeta,0.8336997229431411
400,Gbeta,0.6441210824279633
400,F2018,0.8463244793876911
401,AUC,0.985903651916527
401,Fmax,0.885100381314499
401,Fbeta,0.8337027902385921
401,Gbeta,0.6441585039401668
401,F2018,0.846325169345018
402,AUC,0.9859080220563023
402,Fmax,0.8851029668338692
402,Fbeta,0.8337439421743552
402,Gbeta,0.6441906012813062
402,F2018,0.8463994567349952
403,AUC,0.9859089616459359
403,Fmax,0.8851194102392824
403,Fbeta,0.8337446672970731
403,Gbeta,0.6442048770423379
403,F2018,0.8464378705764505
404,AUC,0.9859119544900647
404,Fmax,0.8851271124412421
404,Fbeta,0.8338472425712644
404,Gbeta,0.6442357257041594
404,F2018,0.8464851442606879
405,AUC,0.9859126504352639
405,Fmax,0.885141323807568
405,Fbeta,0.833909695462952
405,Gbeta,0.6442885559731611
405,F2018,0.8464861473465201
406,AUC,0.9859164006265987
406,Fmax,0.8851422396805152
406,Fbeta,0.8339654688392842
406,Gbeta,0.6443045502579546
406,F2018,0.8464913176986965
407,AUC,0.9859177925553336
407,Fmax,0.8851497747360458
407,Fbeta,0.8340336534612227
407,Gbeta,0.6444194653604031
407,F2018,0.8464937157139185
408,AUC,0.9859208770242577
408,Fmax,0.8851785682423537
408,Fbeta,0.8340546167626458
408,Gbeta,0.6445412655901536
408,F2018,0.8464940332644235
409,AUC,0.9859245759634961
409,Fmax,0.8851940578098193
409,Fbeta,0.834079572259306
409,Gbeta,0.6447210936041737
409,F2018,0.8465070568616331
410,AUC,0.9859326972064684
410,Fmax,0.8851998863210475
410,Fbeta,0.8340901510241289
410,Gbeta,0.6447332705686555
410,F2018,0.8465308907494905
411,AUC,0.9859358423907604
411,Fmax,0.8852311718169207
411,Fbeta,0.8340984535322402
411,Gbeta,0.6447873577296467
411,F2018,0.8465991881489651
412,AUC,0.9859382274282724
412,Fmax,0.885260922894371
412,Fbeta,0.8341017082593537
412,Gbeta,0.6448333902811036
412,F2018,0.8466292292869935
413,AUC,0.9859388531301042
413,Fmax,0.885273990066394
413,Fbeta,0.8341071963629898
413,Gbeta,0.6449178179559217
413,F2018,0.8466677264027443
414,AUC,0.9859488699324808
414,Fmax,0.8853010625206396
414,Fbeta,0.8341217856474703
414,Gbeta,0.6449202323112926
414,F2018,0.8466773030917877
415,AUC,0.9859497382562314
415,Fmax,0.885308931956721
415,Fbeta,0.834166976694503
415,Gbeta,0.6449246038709474
415,F2018,0.8466910350157643
416,AUC,0.9859537358855286
416,Fmax,0.8853193198978253
416,Fbeta,0.8341688330559014
416,Gbeta,0.644939430107706
416,F2018,0.8467159936223279
417,AUC,0.98596428494402
417,Fmax,0.8853438881197944
417,Fbeta,0.8341969900634398
417,Gbeta,0.6449729643839449
417,F2018,0.8467356314940608
418,AUC,0.9859684678647823
418,Fmax,0.88534412268236
418,Fbeta,0.8342602828439828
418,Gbeta,0.6450176889993213
418,F2018,0.8467665987306493
419,AUC,0.9859710191412725
419,Fmax,0.8853889479045237
419,Fbeta,0.8342799067468611
419,Gbeta,0.6450976216894877
419,F2018,0.8468069032702601
420,AUC,0.9859746368151523
420,Fmax,0.8854000798184332
420,Fbeta,0.8342860960988913
420,Gbeta,0.6452056257953703
420,F2018,0.8468480574839331
421,AUC,0.9859749216281389
421,Fmax,0.8854003966566669
421,Fbeta,0.8342914304175743
421,Gbeta,0.645221403579071
421,F2018,0.8468611196214888
422,AUC,0.9859763305950707
422,Fmax,0.8854142611167813
422,Fbeta,0.8342981552516152
422,Gbeta,0.6452872358110991
422,F2018,0.8468655997243171
423,AUC,0.9859775062673044
423,Fmax,0.8854176210534198
423,Fbeta,0.8343266280169793
423,Gbeta,0.6452891135436825
423,F2018,0.8469279316692934
424,AUC,0.9859788221773803
424,Fmax,0.8854316398400929
424,Fbeta,0.8343328405358892
424,Gbeta,0.6454766937322949
424,F2018,0.846935075789326
425,AUC,0.9859824939040394
425,Fmax,0.8854465779476207
425,Fbeta,0.8343922181283397
425,Gbeta,0.6454856617754652
425,F2018,0.8469473635569043
426,AUC,0.9859910497854516
426,Fmax,0.8854524836389968
426,Fbeta,0.8344164838046917
426,Gbeta,0.6455160677780852
426,F2018,0.846960116497487
427,AUC,0.9860082879431913
427,Fmax,0.885455151829312
427,Fbeta,0.8344288654337534
427,Gbeta,0.645532387982983
427,F2018,0.8469719921026554
428,AUC,0.9860115361508495
428,Fmax,0.8854670585853127
428,Fbeta,0.8344606978416391
428,Gbeta,0.6455384021815894
428,F2018,0.8470338810460667
429,AUC,0.986011600902043
429,Fmax,0.8854701059237744
429,Fbeta,0.8345341784324096
429,Gbeta,0.6455823955856502
429,F2018,0.8470552769021704
430,AUC,0.9860145078072203
430,Fmax,0.8854749883742942
430,Fbeta,0.8345678652022067
430,Gbeta,0.6456339469753741
430,F2018,0.8470860216123955
431,AUC,0.9860153101699818
431,Fmax,0.885484872567915
431,Fbeta,0.8345725020887412
431,Gbeta,0.6456526685578156
431,F2018,0.8471250361343663
432,AUC,0.9860156213489769
432,Fmax,0.8854916307837594
432,Fbeta,0.8346424276890845
432,Gbeta,0.6456672344948788
432,F2018,0.8471269344707656
433,AUC,0.9860167473702574
433,Fmax,0.8855272970168879
433,Fbeta,0.834656537489828
433,Gbeta,0.6456693105377521
433,F2018,0.8471426642337627
434,AUC,0.9860253532896976
434,Fmax,0.8855367182955989
434,Fbeta,0.8348157666010316
434,Gbeta,0.6456760844137839
434,F2018,0.8471480537634956
435,AUC,0.9860313605886333
435,Fmax,0.8855508500526752
435,Fbeta,0.8348238288382502
435,Gbeta,0.6457199733171765
435,F2018,0.8471596342344054
436,AUC,0.9860409256824507
436,Fmax,0.8855687710421928
436,Fbeta,0.8348273528474722
436,Gbeta,0.6457593988750182
436,F2018,0.8471794253969458
437,AUC,0.9860475472997643
437,Fmax,0.8855831680879687
437,Fbeta,0.8348384930795114
437,Gbeta,0.6457630606173148
437,F2018,0.8471856619968494
438,AUC,0.9860547335868198
438,Fmax,0.8855954837825206
438,Fbeta,0.834846330967332
438,Gbeta,0.6458334318471811
438,F2018,0.8471873862103503
439,AUC,0.9860677552472145
439,Fmax,0.8856042398822694
439,Fbeta,0.8348635755421029
439,Gbeta,0.6460248274096035
439,F2018,0.8472050939197058
440,AUC,0.9860771400527454
440,Fmax,0.8856082963434115
440,Fbeta,0.834933567691528
440,Gbeta,0.646071347453767
440,F2018,0.8472309561969259
441,AUC,0.9860843402781674
441,Fmax,0.8856184030784783
441,Fbeta,0.8349535893992139
441,Gbeta,0.6461204671032666
441,F2018,0.8473040567441806
442,AUC,0.9861001721560898
442,Fmax,0.8856194729458002
442,Fbeta,0.8349746023143366
442,Gbeta,0.6461365970340996
442,F2018,0.84733178489634
443,AUC,0.9861015459237671
443,Fmax,0.8856504849295577
443,Fbeta,0.8350344460110596
443,Gbeta,0.6461878204291172
443,F2018,0.847332109900155
444,AUC,0.9861132290934266
444,Fmax,0.8856833954055238
444,Fbeta,0.8351375074161573
444,Gbeta,0.6462182310709157
444,F2018,0.8473323414460189
445,AUC,0.9861196159781631
445,Fmax,0.8856940624494418
445,Fbeta,0.835186050472613
445,Gbeta,0.646335666240403
445,F2018,0.8473417405237496
446,AUC,0.9861240923098633
446,Fmax,0.8857772635122212
446,Fbeta,0.8351885723276493
446,Gbeta,0.646466453617702
446,F2018,0.8473620460929027
447,AUC,0.9861253987487326
447,Fmax,0.8857938354356318
447,Fbeta,0.835252198969489
447,Gbeta,0.6465091527584769
447,F2018,0.8473722027656051
448,AUC,0.9861295762666544
448,Fmax,0.8857953425600971
448,Fbeta,0.8353168840849671
448,Gbeta,0.6465731789351606
448,F2018,0.8474003810825301
449,AUC,0.9861302003802926
449,Fmax,0.8858525285022096
449,Fbeta,0.8353194371007842
449,Gbeta,0.6467086722224357
449,F2018,0.8474179907654583
450,AUC,0.9861454331542022
450,Fmax,0.8858788573319373
450,Fbeta,0.8354641477161184
450,Gbeta,0.6467415817892501
450,F2018,0.8474203802748188
451,AUC,0.9861460116802747
451,Fmax,0.885883788336221
451,Fbeta,0.8354763368764059
451,Gbeta,0.6467698689083248
451,F2018,0.8474492918784895
452,AUC,0.9861470768147829
452,Fmax,0.8858881085335847
452,Fbeta,0.835516412968052
452,Gbeta,0.6467969187639182
452,F2018,0.8474700018258731
453,AUC,0.9861514843637371
453,Fmax,0.8859191864205029
453,Fbeta,0.8355902883452543
453,Gbeta,0.646822054083929
453,F2018,0.8474898705070085
454,AUC,0.9861576441818993
454,Fmax,0.8859248743565091
454,Fbeta,0.8356170560568773
454,Gbeta,0.6468474598123664
454,F2018,0.8474971497481598
455,AUC,0.986160800363892
455,Fmax,0.8859344556378619
455,Fbeta,0.8356991650549725
455,Gbeta,0.6469911168154459
455,F2018,0.8475082273013114
456,AUC,0.986164191782507
456,Fmax,0.8859532910046332
456,Fbeta,0.835713685039466
456,Gbeta,0.6470594630719002
456,F2018,0.8475306125254839
457,AUC,0.9861661728537003
457,Fmax,0.8859572411542475
457,Fbeta,0.8357347316548442
457,Gbeta,0.6470700113068873
457,F2018,0.8475463227638994
458,AUC,0.9861716693349551
458,Fmax,0.8859616781288908
458,Fbeta,0.8357391589106596
458,Gbeta,0.6471249741019884
458,F2018,0.8475608286067062
459,AUC,0.9861775913464622
459,Fmax,0.8859772803493073
459,Fbeta,0.8357935314050989
459,Gbeta,0.6471892886275235
459,F2018,0.8476153623754199
460,AUC,0.9861869770490808
460,Fmax,0.8860303322376986
460,Fbeta,0.8358013547848872
460,Gbeta,0.6472199408434426
460,F2018,0.8476168973173656
461,AUC,0.9861886049158668
461,Fmax,0.8860349861234735
461,Fbeta,0.8358804118921472
461,Gbeta,0.6472429755497102
461,F2018,0.8476585581404626
462,AUC,0.986189433080616
462,Fmax,0.8860465035013908
462,Fbeta,0.8359144226992277
462,Gbeta,0.6472537016444435
462,F2018,0.8477691617861643
463,AUC,0.986198134847267
463,Fmax,0.8860554615817727
463,Fbeta,0.8359522350944841
463,Gbeta,0.6472815533348918
463,F2018,0.8477722803379742
464,AUC,0.9862017931693802
464,Fmax,0.8860727950897812
464,Fbeta,0.8359860062845513
464,Gbeta,0.6473111210605726
464,F2018,0.847782529064991
465,AUC,0.9862019281415556
465,Fmax,0.8860785931170486
465,Fbeta,0.8360503615593947
465,Gbeta,0.6473257760417308
465,F2018,0.8478021780389926
466,AUC,0.9862035943883458
466,Fmax,0.886095009348013
466,Fbeta,0.8360579152778556
466,Gbeta,0.6473362730047829
466,F2018,0.8478344215389009
467,AUC,0.9862052846712923
467,Fmax,0.8861017366424216
467,Fbeta,0.8360703162472858
467,Gbeta,0.6474943712617928
467,F2018,0.8478880743295599
468,AUC,0.9862069075920068
468,Fmax,0.8861110855981825
468,Fbeta,0.8360737488050951
468,Gbeta,0.6475068481418206
468,F2018,0.8478923932472323
469,AUC,0.9862141958568413
469,Fmax,0.8861361370838838
469,Fbeta,0.8360834572891106
469,Gbeta,0.6475306826821753
469,F2018,0.8479607498699662
470,AUC,0.9862160674981657
470,Fmax,0.886141569166634
470,Fbeta,0.8360924000095716
470,Gbeta,0.6475459894421864
470,F2018,0.8480090794517662
471,AUC,0.9862356685452868
471,Fmax,0.8861544817254011
471,Fbeta,0.8361382686323686
471,Gbeta,0.6476249279826738
471,F2018,0.8480131042153108
472,AUC,0.986245625988267
472,Fmax,0.8861633427604851
472,Fbeta,0.8361589702685132
472,Gbeta,0.6476845407345576
472,F2018,0.8480264477320999
473,AUC,0.9862469231219273
473,Fmax,0.8861657088757192
473,Fbeta,0.8361939191028327
473,Gbeta,0.6477405316788524
473,F2018,0.8480291796186362
474,AUC,0.9862488096471377
474,Fmax,0.8861832508557251
474,Fbeta,0.8361945625226689
474,Gbeta,0.6477746222069886
474,F2018,0.8481310774210056
475,AUC,0.9862497212810873
475,Fmax,0.8862061375325183
475,Fbeta,0.8362475804093703
475,Gbeta,0.6478153030085445
475,F2018,0.8481474845003766
476,AUC,0.9862551435259409
476,Fmax,0.8862158196643878
476,Fbeta,0.8364091850426374
476,Gbeta,0.6478666336821195
476,F2018,0.8481583010251785
477,AUC,0.9862582520673026
477,Fmax,0.8862251730915551
477,Fbeta,0.8364204562736745
477,Gbeta,0.6478801966836587
477,F2018,0.8482138676681594
478,AUC,0.9862621081279372
478,Fmax,0.8862423698470063
478,Fbeta,0.8364278155251971
478,Gbeta,0.6479075233787132
478,F2018,0.8482353591750106
479,AUC,0.9862644913492371
479,Fmax,0.8862435109812467
479,Fbeta,0.8364545941285487
479,Gbeta,0.6479797743473477
479,F2018,0.8482469440052727
480,AUC,0.9862665656891416
480,Fmax,0.8862462670511037
480,Fbeta,0.8365109725747013
480,Gbeta,0.6480748079747385
480,F2018,0.8482660849918691
481,AUC,0.9862675071999742
481,Fmax,0.8862751854845817
481,Fbeta,0.8365255317761731
481,Gbeta,0.6480796692771572
481,F2018,0.8482789313468452
482,AUC,0.9862726554661845
482,Fmax,0.8863433247342634
482,Fbeta,0.8365619230836894
482,Gbeta,0.648084998248097
482,F2018,0.8482822138509207
483,AUC,0.986278316623304
483,Fmax,0.8863698697852717
483,Fbeta,0.83657194391373
483,Gbeta,0.6481070767687439
483,F2018,0.8483186719639286
484,AUC,0.9862786511979291
484,Fmax,0.8863756847499558
484,Fbeta,0.836611833291225
484,Gbeta,0.6481299079411623
484,F2018,0.8483757909438747
485,AUC,0.9862786713578822
485,Fmax,0.8864053372792912
485,Fbeta,0.8366424929607127
485,Gbeta,0.6481353900685061
485,F2018,0.8483800281663656
486,AUC,0.9862840575995899
486,Fmax,0.8864262251798966
486,Fbeta,0.8366457884482739
486,Gbeta,0.6481979029741649
486,F2018,0.8483959850302681
487,AUC,0.9862861711760851
487,Fmax,0.8864262251798966
487,Fbeta,0.836703354850184
487,Gbeta,0.6482210584097143
487,F2018,0.8484404665526514
488,AUC,0.9862869381429193
488,Fmax,0.8864335710655765
488,Fbeta,0.8367681324288914
488,Gbeta,0.6482270762243182
488,F2018,0.8484454652115755
489,AUC,0.9862994656352003
489,Fmax,0.8864744281539049
489,Fbeta,0.8368015923723612
489,Gbeta,0.6482841484208335
489,F2018,0.8484781300894839
490,AUC,0.9863017997560065
490,Fmax,0.8864891728760991
490,Fbeta,0.8368076965808222
490,Gbeta,0.6482902869681371
490,F2018,0.8484879254621273
491,AUC,0.9863047304625001
491,Fmax,0.8864898992666093
491,Fbeta,0.8368174025667263
491,Gbeta,0.6482903003786491
491,F2018,0.8484945468222871
492,AUC,0.9863086138168524
492,Fmax,0.8864988762102265
492,Fbeta,0.836835753782569
492,Gbeta,0.6483278080661652
492,F2018,0.8485045673468548
493,AUC,0.9863168239773155
493,Fmax,0.8865329509464315
493,Fbeta,0.8368660744181902
493,Gbeta,0.6483747831099422
493,F2018,0.8485775531908837
494,AUC,0.986319420559816
494,Fmax,0.8865456062039547
494,Fbeta,0.8368690387057134
494,Gbeta,0.6484190508198076
494,F2018,0.8486445800176189
495,AUC,0.9863200293170773
495,Fmax,0.8865915593590186
495,Fbeta,0.8369249266872825
495,Gbeta,0.6484436074486879
495,F2018,0.8486657542193302
496,AUC,0.9863263501070878
496,Fmax,0.8865930326040239
496,Fbeta,0.836934978609936
496,Gbeta,0.648490392439511
496,F2018,0.8487378522057804
497,AUC,0.9863275846211225
497,Fmax,0.8866199984581603
497,Fbeta,0.8369384145899317
497,Gbeta,0.6485157808932757
497,F2018,0.8487614811955778
498,AUC,0.9863334184030905
498,Fmax,0.88667776924651
498,Fbeta,0.8369531210935266
498,Gbeta,0.6485222365089626
498,F2018,0.8487759771932247
499,AUC,0.9863349100601218
499,Fmax,0.8866810263350217
499,Fbeta,0.8369645273075528
499,Gbeta,0.648647800908615
499,F2018,0.848850263799321
500,AUC,0.9863365032574598
500,Fmax,0.8867465407111232
500,Fbeta,0.8369669870909736
500,Gbeta,0.6487042124787284
500,F2018,0.84886828798306
501,AUC,0.9863365910848486
501,Fmax,0.8867878992809567
501,Fbeta,0.836991754066074
501,Gbeta,0.648747360670465
501,F2018,0.8488769635490621
502,AUC,0.9863381467101281
502,Fmax,0.8867894860480606
502,Fbeta,0.8369950849602383
502,Gbeta,0.648772802880221
502,F2018,0.84887724704802
503,AUC,0.9863415919263001
503,Fmax,0.8867996011221235
503,Fbeta,0.8369981234638764
503,Gbeta,0.6488953197450315
503,F2018,0.8488850437780241
504,AUC,0.9863448122703531
504,Fmax,0.8868396348979942
504,Fbeta,0.8370268803275868
504,Gbeta,0.6488958079085851
504,F2018,0.8489022032525333
505,AUC,0.9863452848465841
505,Fmax,0.8868756702506577
505,Fbeta,0.8371335290943276
505,Gbeta,0.6489231180272197
505,F2018,0.8489109421615934
506,AUC,0.9863490423342199
506,Fmax,0.8868794132284864
506,Fbeta,0.8371493135892781
506,Gbeta,0.6489723419153817
506,F2018,0.8489744908445409
507,AUC,0.9863490583915192
507,Fmax,0.8869308587427436
507,Fbeta,0.8371809912652416
507,Gbeta,0.6490056862874741
507,F2018,0.8489848248892613
508,AUC,0.9863544472611614
508,Fmax,0.8869549255167891
508,Fbeta,0.8372904797969896
508,Gbeta,0.6490382266179942
508,F2018,0.8489861085356819
509,AUC,0.9863568014553544
509,Fmax,0.8869745883718927
509,Fbeta,0.8373255757936473
509,Gbeta,0.6491348432359171
509,F2018,0.8490171122477688
510,AUC,0.986357217414973
510,Fmax,0.8870073298560763
510,Fbeta,0.837342861886136
510,Gbeta,0.6491475868211063
510,F2018,0.8490550703519822
511,AUC,0.9863628821744282
511,Fmax,0.8870381820181664
511,Fbeta,0.8373617238325495
511,Gbeta,0.6492379464230054
511,F2018,0.8490761713048518
512,AUC,0.9863649811137319
512,Fmax,0.8870444312292922
512,Fbeta,0.8373937983186374
512,Gbeta,0.6492398495445124
512,F2018,0.8490766020691405
513,AUC,0.9863651220791569
513,Fmax,0.8870961335226712
513,Fbeta,0.8373954847835038
513,Gbeta,0.6492477805542746
513,F2018,0.8491180757570922
514,AUC,0.9863720751015834
514,Fmax,0.8871080939681244
514,Fbeta,0.8373979729449194
514,Gbeta,0.6492560231255902
514,F2018,0.8491246740898158
515,AUC,0.986372411547972
515,Fmax,0.8871082526429059
515,Fbeta,0.8374289820950892
515,Gbeta,0.6493614810095882
515,F2018,0.849133329320593
516,AUC,0.9863737845586144
516,Fmax,0.8871354299446929
516,Fbeta,0.8374694525574358
516,Gbeta,0.6493674938717315
516,F2018,0.8491448978813547
517,AUC,0.9863769856994529
517,Fmax,0.8871378860252277
517,Fbeta,0.837510219063941
517,Gbeta,0.6494849986422202
517,F2018,0.8491771294759047
518,AUC,0.9863795745237103
518,Fmax,0.8871451447567574
518,Fbeta,0.8375181772652476
518,Gbeta,0.6494898945724846
518,F2018,0.8491823447620522
519,AUC,0.9863833780535742
519,Fmax,0.887183913770787
519,Fbeta,0.8375269699485665
519,Gbeta,0.649492539943899
519,F2018,0.84918503355332
520,AUC,0.9863847730138713
520,Fmax,0.8871849121504389
520,Fbeta,0.8375341655909603
520,Gbeta,0.6495130987350903
520,F2018,0.8491877969061663
521,AUC,0.9863897217878851
521,Fmax,0.8872050037895128
521,Fbeta,0.8375672394408836
521,Gbeta,0.6495178584543608
521,F2018,0.8492119035130875
522,AUC,0.9863947276031728
522,Fmax,0.8872123630262004
522,Fbeta,0.8375967851274149
522,Gbeta,0.649519540612074
522,F2018,0.8492143227075792
523,AUC,0.9864063703855179
523,Fmax,0.8872407398389496
523,Fbeta,0.8376680034464153
523,Gbeta,0.6495440763562635
523,F2018,0.8492213620772839
524,AUC,0.986412097530635
524,Fmax,0.8872448369564812
524,Fbeta,0.837703862000616
524,Gbeta,0.649662557530637
524,F2018,0.8492275961928858
525,AUC,0.9864258061527795
525,Fmax,0.8872462071160013
525,Fbeta,0.837715282098681
525,Gbeta,0.6497303492367369
525,F2018,0.8492302478498658
526,AUC,0.9864263318239901
526,Fmax,0.8872468729573898
526,Fbeta,0.8377173195584633
526,Gbeta,0.649738186897411
526,F2018,0.8492894218033766
527,AUC,0.9864328252164816
527,Fmax,0.8872937025256469
527,Fbeta,0.8377199478280527
527,Gbeta,0.6497585434739592
527,F2018,0.8493212247051911
